Product_id,Selling_Price
BRAE3WVQPYSZ54FF,6886.143
SWSEBHCP9JC4GQKT,4588.811073
MUGEBJ7XAFVH25VD,2178.279216
LJGEATZRDCFAJGYZ,6097.41
BRAEBXRB8GFZ6HM6,4282.9182
RNGEDAPFZWSSMHYW,1150.521986
DREEHFABXP5AUZA8,5101.783575
RTRDFFYGJ4GNRSHQ,9984.8553
CBREFYM9TSSUHJSQ,2907.024225
PBXE6EF4PSJX9WXH,4093.2144
CRTEHSS9UZJZYMZD,461.19348
DRPEHYHG9YYHD2HH,4335.486848
CAGE9AGR4VWWTDY4,8230.4922
AVCEJCJQWBYMNPGU,1960.313184
BRAE7T3WADAJU4ZS,2192.557248
TPYEGGUFSKXJFYY5,7236.926235
SUDEHYGU4GE9UCXJ,5377.640576
FABEB2TXH4MGQC2H,4855.101825
NKCE9G2BZAGKXPGY,4504.869468
TOPE8H5DJWGAY2CD,9460.969776
BBAEGGF3HF3ZPBVG,1588.678784
ACCEC87TREZYJJPE,6562.1535
DRPEHYHMEZHDYRK5,3928.147146
NKCE5VAAPVP5DGMZ,528.4243008
NKCEBZN92EJ7PDFH,3301.335975
ACCDXFPYT58AGGAF,6687.4995
MUGEGZUHX744RFEN,5780.526336
RNGE8Z3KSHGCMSCP,2966.313312
SHIEYZ3F3QWMYNEC,3232.0926
SHOEJCZ2JNGJSPEJ,8050.293825
CRTEB774RSGGQZ9U,3528.59584
BRAE8AJZW5QBNWAZ,2271.637872
CRTECN2QZ8CWZEFZ,5580.772736
SHIE9FMZAH4U4H6Z,470.8115213
CAGE68FFYRMDRF3X,8994.9762
NKCE3GNVPGUYY8AZ,3334.452048
PCSE4ZQ8TRUZDMEU,1172.2986
PACEC89YGNYZCMC4,821.1357
NKCE9YX24KHRDNHG,3092.460768
FABE88MGUBPCQWR8,2496.00715
ACCEH74HAGTY6W8P,905.0588136
NKCECGVARVRMARSS,6606.9612
CRTECN2QZXFVEPGG,3937.8507
NKCEC8AZQUFGUXGH,2099.949984
SHOED6C5ZGCBKTP2,2768.553117
RTRD7HN3BBE7G9YT,3435.511725
ACCEA8JPDNTF7NZN,1714.765006
NKCEBHGBAFBCXXYC,1029.230496
PCSEC86VGEWVKHWZ,13835.46658
SHOE3URGYEVZ55GD,2886.071364
NKCE9PFFQHU7GTU7,9475.942311
CRTECN2RCH9CG4SA,5914.9134
TSHEHU5RWUGEAJFE,5523.557589
PBXE92G5YEA7JAHZ,5036.8329
ACCE8XUCYRB9ATHZ,4254.450816
CRTECN2QWEDYMDNQ,664.778016
PTPEYCF7GZU2T54E,2123.967582
SHOEC9FZ3BAF7ASF,4149.61995
CAGE7DSFQGVEGHC8,6108.369102
SHODUMFYWTPDYNX6,5235.368775
ACCE6P3BBZD72UJ6,785.4059136
NKCEFG3CHGEHMRTD,3110.090368
RNGEDAKBYYVCFWZP,7507.333584
TROEGZ65YHBQKG9T,5460.243712
BRAEDSKCXVNYXGA6,1414.549382
NKCE9ZVGMHZVTF2D,4558.764672
WATDUKHHH4SQXDAK,5341.504176
CAGE745BJ67RZCRR,2378.698272
PCSEAKVBNSFWGBGE,1199.905497
TSHEHV9TPRUBUENE,4704.34965
SHOEY8RMVZV3UY3A,3901.4613
TOPEGWUTW6GWYSBE,2181.482625
ACCDQDYBYVQZNHCH,8801.437568
MUGEBFGF6MDQGHBG,4197.023325
CAGE6HHHUHFQSAPW,507.2153856
RNGE7GVYAP66GRDD,4302.526464
PBXE5SUCYEBBSFXJ,10259.94341
BRAEBBMQZBZHCFAJ,4334.5368
BRAEAC839PBQV9KF,1256.50656
BRAEAW9HT2EUZD3X,2018.6199
SHIE2QTSMSXF9QAH,3755.1885
RTRD6FYYWFHEYJYE,5246.237808
CAGEFPY9ZSFFNVAW,9802.106075
ACCEGKTSGJEEVTZ4,973.6993728
AIREDJCGZN2HKZHJ,3219.7869
BRAEA5MZ8VZHNGGH,7507.333584
CRTECN2QX53WHTKZ,2737.001344
JWSEBCY4HDWGJZBT,1420.333315
BRAEB2ZTVYY3UKWA,1861.41024
WATDZMBRPYAYTP4G,7266.723408
TOPE7WAUFEYYDXKG,9999.769472
TSHE4DTF53HPYMU4,4075.872372
BLAEE3YXZGWWT8UD,6412.205184
RNGE7M925YCWZZRR,6844.785024
BKPEGXWHXG4GZWET,1371.253275
RTRE8GJUFNETVUMZ,4917.5577
SWTECXPHFVTHWJF7,12146.88922
SHIECKYBNNY2BNZD,4400.7306
WATE7GP3JZMFEGZG,11389.9009
CAGE68FFHZRTSZS5,4203.056025
ACCEGYP2TMX2NUPH,5710.598883
NKCE9YFBBNJ82UVB,4149.794979
HMBDRUCNJSJQRRGC,6382.3321
CAGE3GFTQ3UHZ4TC,834.6851064
NKCDTAXF2EYZ7MP8,3031.926777
LJGEYSUNTPQZG4ZG,980.971344
TOPEGF4KEGGVMSXX,5470.4331
TSHECQKNFFER2ERM,3836.776284
PBXE9YWGTS7NGYKT,2283.481629
WATDZ5HGXEYDHBWD,13028.91782
PRCDVFAFM2FPJBMZ,1659.710976
PTPE2F33QGYXMHGW,3991.93515
KRTEJCZ4M7FD3NJS,2509.0758
NKCEAPCYFBP4UJ3V,3027.7269
CAGEBTJBRFGAUQQB,5097.270222
MUGEAGGKZFYBUMP9,2552.497024
ACCEAZCVGGGWZGKU,785.4059136
CRTECN2QVV7UJQNH,4894.6491
NKCDXEGWS7VWXSEJ,2998.78425
NKCDY44FMPNQHFFN,1396.390275
NKCE8JXS2AAKUGGD,3699.418275
RNGE88FRWWZECGGM,6749.90295
BRAE7GU9K3E2PWGC,408.813075
VASEHU9W3N9RDPGZ,8007.37272
PCSEC86VSX45XVZS,12146.88922
NKCE49ATF8BFHDVP,1537.427925
KTAEHETVCXXZRXGK,10218.87878
KTAEHE9HAED4VUQB,5758.074135
PACE472CMNPGQY2W,2889.4383
NKCEAPCYFTHYVARD,562.7052113
SHODPH4GZWVXE5RB,931.46031
BRAEB3KBY393GUHA,10446.92899
BRAEB2S8RZZRXMT3,2269.992978
PCSEAH5WWRYGEVGZ,7455.3948
NKCEAVZ3C9CRDB6Z,331.2688698
RTRDZTF9URF2UFPF,9580.911813
CAGE6HYJDNZJVADS,4565.93655
SWSEBHCPZGHMBKJY,3736.2798
ACCDQGVSDZ92ZWGW,2872.3251
NKCE4CSZUZWHUTFS,416.02869
ACCEGKFHRFGN6XZB,834.6851064
BRAECGQ4GW73HJFV,969.121125
CRTECN2QXZ9ETCGB,3833.6661
MUGE6A5HZUJ924WH,2537.396064
BRAEE6YMK83RB9MZ,917.5778304
TMLED6G5MJQGNZHS,4649.078175
NKCEFGFUZURHNH6R,2933.792784
NKCE7ZPRQX9SBZXN,2369.613015
VANE3KUFUXF2CVHU,5347.237248
NKCED6EYN4ZPK9AA,7830.99345
RNGEDF5HDGKZGA3T,1213.37715
ACCEAZCVVFPBJAGB,1213.37715
PBXEDCSE8CHTATYY,4504.869468
TOPEFYB6HRPPCD8R,6749.90295
RTRDTSBQW94HJ8VT,152.1140544
NKCEYGTGJ65HSJ9Y,2289.431034
NKCEFFFPGEJSTBJP,441.82467
NKCDYASFYGXZESTM,3278.80245
NKCE6SR4H3EHXWNA,3834.62464
AUDCY8T7KPEG3ZZF,5999.130368
NKCDWBPZCHZEYT7S,3411.644832
NKCDYARBFFBQYKFH,3921.721125
TOPEBZYTWUYMJXSG,4995.370413
DRPEG3ZH7GJFFZDM,6160.180896
SNDE6KNAQN3GFRQG,7594.5078
WFCEHYZMGJQWVVZU,5745.90016
ACCEGZ6BRBTGQWZY,4077.4041
CRTECN2QXH4N9WZS,2541.152768
PTPDZYCEDURXTYRF,2022.999825
ARPEEMC95HMYAJNH,5654.5881
SFFEGKYYDWTZTEQC,4287.63405
PCSEC86VCFQYV6QG,6329.237376
BCHEHYMBZQ8ABUUY,1489.0062
RNGE87FCQJ9GRKWZ,4886.107488
NKCE5ZHWX6Z8PBFH,2070.923008
BRFEJYHNGYSX9T9D,3285.011466
TOPE7ZHYQFFHPCBX,4747.708944
CAGED6YFBH8NZQM8,730.5141375
STREDF58JH3GQZF9,2432.174976
BRAEA5MZDQKHUQCT,3468.2175
MUGEBFGF6ZUHKH4C,456.1425
CRTECYY4GFDJFKBD,4732.356717
WATDZRZGZAM7HDGV,6666.7788
CRTEHSSCVTZ3DB72,1063.054684
NKCDXZGUZKNYVXG9,12095.01038
TOPEBN6MZNGGZEMY,10892.86061
MUGEACY8VQRMM4FX,2494.560519
NKCE5UY9HQTQ8TBG,7579.6578
SCHE4ZYTVE8DY5PP,3388.76685
RNGE9GWPJH9MMNWX,5784.44265
CAGE8FG3CYVFG2GM,2709.52902
SHIEHXZMQPC4GT6F,918.9836208
ACBEHDU9Z9DGZP9Z,5348.59848
BRAE6KWFPZWJ2FHH,2037.276252
TSHE8CAWEGE3CUPM,3577.12215
SHIE9J6PFGP9DZAH,4155.04635
CAGEYFZWNCKDDXXQ,1258.626406
JCKEEABZDWF9VU7N,7147.5525
SOPEJ7SCRS3SKFGP,4376.8395
WATE9MVXHMTCFZSP,715.5201744
CRTECN2QXMXFUYRD,1562.013783
RNGE96Y49HCWGUGH,948.9213888
BRAE9RDQYNWZBYJF,2289.431034
RTRECFHX3TDFD9SP,8088.510096
BRAE59YTMB36ZVFG,8049.411936
ACCEGZ6B9MYUTYST,6371.380512
SHIEF8DUHZJP8MVC,797.393808
LJGEG52SCZ5WZBKZ,4439.1403
SHTECN9HDECRYPF8,6934.6599
CSKEH3JPF4EJVBSF,7147.5525
BRAEBBYRYT9WDJRQ,1004.113425
SFFEGGJYFJWAV4HV,3674.480775
CBKEHGUY3GEHDSFY,5426.665632
NKCE73V3DADAVHDU,4027.723392
TOPEGF6QDCGCHHXY,955.964916
RNGE3YSWFWYYHNCA,5733.8424
NKCE8HSQJQBPRSGY,6226.285275
CAGDU9C3QVCBMQKQ,3436.736625
BRAEDQDFMNC6MQZW,1182.469741
SHOECB92BGNGSZGZ,685.0181184
DREEAVBXKQUUVJUT,4353.030528
WCKE2TFYZGPGDGGV,4386.90525
CAGE9AGRUGPHV5FM,6792.252544
BRAEBB6TT8GKVG8A,2207.034368
CRTECN2QUCSMF4SX,2982.971673
BCHEHYUKDZZPZBH2,2425.985408
BRAE8JUHJB794RZY,7507.333584
BRAE4DJMZCWYGDJU,5055.9201
GLSEJGVBRQMYV7NE,7147.5525
NKCE9Q93HRESPRBU,5845.885353
NKCECATQF8ZXGXJS,510.1559793
ETHEJG7NHGRFGHHK,11185.90515
NKCEASCZBAEB2Y63,2694.650112
ACCDSY8ERUYRYSUA,1297.460241
BRAEDH76V3J4FBWQ,6405.09336
HACEGPF9FJFJQU2R,738.5184576
ACCEGBTPV5PPBHVD,5621.280896
PCSEAH5WCDGS8YCZ,2683.504944
RTRDRUZCPNJ3MTAT,480.2567616
PBXE68H4WBX5AFCH,3256.564311
RNGEHFDYHVSR3SMH,2991.6621
DREEDR97ZHGNPWFR,5451.068448
NKCE9ZGXGSETFAZU,2763.7038
SWDEGU4MDSDGGJHN,1275.322455
PCSE3X2TJCZGDYYZ,18017.1681
MUGEACY86QBJGTZA,4185.9477
CRTECN2QXC7HYKPG,8577.52245
NKCDTAXFXWPKGZAN,495.1442496
USGE9ZHVSVH9FVHP,1065.9264
TROEHQYAHGHUEXXZ,6249.47499
NKCED8SK6UNMAZST,6739.758375
TUNE8XCD5NGNPDYJ,1256.924369
KRTE7X8NADSVDEET,7440.2328
FABE789N7XA5E9GY,3664.785075
IRNEGYYU2ZVJQQ5T,4886.131712
ACCEH5Z2YUKYQBFP,4204.84155
FABEADKAG5XYGZHK,2836.51095
BRAEDSGAUHAZHBY5,6093.659264
CSKEH3JPCEGTMZFP,3838.7736
SUDEGVG6YTPMYPU4,2037.276252
NKCE48ZU6EAYFSCM,2123.967582
SNDEDFE6QPNQRAXF,8997.522688
SFFEGP24CR5VDNZC,7014.41664
TOPEGGE5GRFUTGGB,8705.47608
EMLEGMZRZGDARGR8,4293.5112
CRTECN2QVPG3DY7K,2736.902784
MUGE8VY8HZAM3ZRK,808.335
SNDEGAJFFK2KKKRF,4323.02535
BRAEDASWQDSYNUV3,7879.91193
PCSDY5AHM2SEJM4K,6214.759344
NKCECG6ZNH9NXFFH,4126.946775
WATECE855W5YFE3H,3117.28725
SHODWMHHCXTD47NQ,5348.59848
CRTECN2QYCZPHYHH,2932.140288
GOGEHZ5P6TWYBFXB,2429.780325
TCVEHSMY2TNTCKNC,7726.392576
SFFEH2FGABYNF47W,5171.859
MUGEAGGKZFD7ME7F,1724.313312
TOPE7QTUGVGEFKH6,3704.382
TSHE4S26ZSFE9JTB,3305.4912
MUGEGZUJBNU4Y2CH,600.2215296
WATDUNJ7PGYUWDGQ,8469.532962
NKCEAJKYW5CDKBEV,9374.824656
PACDZUDMCHKDHGXA,3402.183225
BRAE8TFHGXKFFMAQ,1515.596544
NKCE87C3JAXKXZRJ,3001.069863
NKCECQYZ24MSM3ZZ,3634.366527
SNDECZJR6APCXEZ4,10892.86061
TOPED9T3FXS8CP8M,5631.826816
ECIEF7MGVGZAZMGG,5183.701578
SHIE7DFNYZC6YWTT,620.177796
SUDEJFBRVYEUZUDH,3031.592025
MNKEYGQMJHGZ4ZRX,1724.313312
BRAE8MVUMSMBMNJS,3667.039425
NKCEBBYSAJKEEQ8K,2933.792784
SNDE9WZJJ8YXWU5Q,8788.7448
CRTECN2QSXEHJHR5,4350.8955
BRAE9TBZWWACJHJ8,2949.705
SHIE9FMP3RBSYMEV,6572.86272
