Item_Id,Low_Cap_Price
IT_266950,24358.43
IT_266955,21739.09
IT_266974,24442.92
IT_266977,16855.87
IT_266981,18809.01
IT_266983,17462.42
IT_266988,20713.1
IT_266993,18525.84
IT_266994,18818.53
IT_266996,22875.51
IT_266999,17769.68
IT_267001,23717.02
IT_267003,20656.41
IT_267004,17624.01
IT_267019,13583.54
IT_267026,21802.05
IT_267049,15948.45
IT_267067,11649.225333333332
IT_267121,24254.32
IT_267125,15614.68
IT_267130,12645.18
IT_267169,17837.95
IT_267181,18719.35
IT_267189,17488.92
IT_267194,20580.18
IT_267202,12590.08
IT_267243,9651.174
IT_267326,19077.27
IT_267328,19225.6
IT_267333,20594.42
IT_267401,9593.444000000001
IT_267411,23108.62
IT_267468,9749.8
IT_267471,11140.12
IT_267474,13387.81
IT_267476,11418.96
IT_267495,21344.93
IT_267513,24461.64
IT_267517,18154.59
IT_267519,11513.13
IT_267534,17859.52
IT_267544,16968.72
IT_267555,9952.72
IT_267556,10959.76
IT_267599,10469.81
IT_267604,9145.34
IT_267652,22531.95
IT_267654,9969.53
IT_267656,13350.52
IT_267662,12415.99
IT_267707,22684.71
IT_267711,14701.88
IT_267713,11281.805
IT_267714,16469.93
IT_267721,18685.15
IT_267735,13739.02
IT_267764,22171.85
IT_267808,9676.534000000001
IT_267819,22945.27
IT_267844,14644.77
IT_267885,12167.83
IT_267929,22718.06
IT_267932,15818.65
IT_267938,11547.43
IT_267939,15813.16
IT_267944,21374.4
IT_267945,18770.55
IT_267951,15955.44
IT_267954,21626.92
IT_267957,13737.39
IT_267970,9684.3
IT_268027,24214.38
IT_268040,12191.23
IT_268075,13728.44
IT_268107,7766.3
IT_268195,24238.71
IT_268249,24461.64
IT_268250,15822.73
IT_268256,16155.91
IT_268259,16425.68
IT_268265,18772.63
IT_268272,15703.26
IT_268275,20824.45
IT_268284,16728.83
IT_268285,16236.95
IT_268300,10893.19
IT_268323,9466.954
IT_268331,12719.63
IT_268364,24583.46
IT_268398,25263.61
IT_268400,13131.69
IT_268406,13583.98
IT_268447,22161.89
IT_268455,19172.76
IT_268463,16092.18
IT_268469,20414.69
IT_268472,14549.68
IT_268475,23021.49
IT_268476,15017.88
IT_268486,9880.3
IT_268497,22900.87
IT_268517,12854.223999999998
IT_268552,22318.99
IT_268591,18425.85
IT_268630,11657.25
IT_268644,10229.06
IT_268651,20793.81
IT_268669,24342.75
IT_268672,17292.33
IT_268678,16092.49
IT_268683,19003.43
IT_268690,16455.07
IT_268695,20878.07
IT_268719,15337.22
IT_268734,21494.83
IT_268756,12645.59
IT_268834,8578.01
IT_268841,12049.68
IT_268890,14838.32
IT_268893,18461.64
IT_268904,15710.44
IT_268906,19070.64
IT_268909,15573.25
IT_268912,14363.99
IT_268958,16954.97
IT_268994,24583.46
IT_269018,12575.93
IT_269029,11631.35
IT_269056,15728.66
IT_269067,20423.71
IT_269105,9484.684000000001
IT_269172,12035.84
IT_269213,11963.59
IT_269221,21374.4
IT_269236,18355.64
IT_269267,9748.83
IT_269290,11352.49
IT_269308,18322.23
IT_269317,10991.15
IT_269327,9623.19
IT_269384,10163.164
IT_269420,9803.054000000002
IT_269451,18623.82
IT_269468,11316.18
IT_269520,15658.82
IT_269525,13598.97
IT_269528,16656.29
IT_269532,19345.82
IT_269540,16307.22
IT_269546,15275.29
IT_269559,9956.16
IT_269606,11254.27
IT_269639,24214.38
IT_269689,12503.73
IT_269705,10424.36
IT_269742,10957.62
IT_269748,10834.25
IT_269759,15572.57
IT_269769,12916.26
IT_269784,11157.81
IT_269785,10631.11
IT_269813,12700.89
IT_269834,11603.86
IT_269899,17251.38
IT_269900,11939.69
IT_269903,19865.22
IT_269907,11227.51
IT_269923,10819.61
IT_269943,11332.085
IT_269964,10989.98
IT_269969,19685.95
IT_269971,10375.31
IT_269976,16078.88
IT_269984,14878.71
IT_269996,11179.59
IT_270011,20611.39
IT_270025,8492.29
IT_270029,9090.23
IT_270036,10775.29
IT_270057,11593.49
IT_270086,12096.59
IT_270129,15000.11
IT_270157,9520.524
IT_270254,23944.45
IT_270264,18332.34
IT_270268,12909.86
IT_270282,12753.15
IT_270297,13151.0
IT_270330,16810.81
IT_270332,10754.14
IT_270341,10517.11
IT_270342,15338.94
IT_270394,9457.214
IT_270427,9488.91
IT_270428,22920.44
IT_270485,11908.42
IT_270500,10202.61
IT_270537,13981.45
IT_270543,16703.25
IT_270545,11200.2
IT_270549,10930.42
IT_270556,13734.98
IT_270566,11923.155
IT_270628,24214.38
IT_270642,10926.11
IT_270674,16235.49
IT_270675,10271.86
IT_270682,11959.45
IT_270716,9459.124
IT_270747,11661.71
IT_270839,9857.87
IT_270873,10552.94
IT_270887,10984.19
IT_270898,14926.98
IT_270943,16431.88
IT_270951,11686.07
IT_270974,24179.32
IT_270980,22990.01
IT_271071,10202.61
IT_271121,14361.23
IT_271158,16060.75
IT_271172,10640.514
IT_271207,8509.18
IT_271254,24234.11
IT_271308,13743.96
IT_271313,16379.58
IT_271349,18160.31
IT_271365,13041.184
IT_271437,20391.9
IT_271463,12475.47
IT_271517,10732.39
IT_271533,14555.73
IT_271538,12221.38
IT_271541,11072.06
IT_271604,12692.06
IT_271625,24803.81
IT_271664,11528.12
IT_271713,11585.86
IT_271758,14338.6
IT_271778,15081.04
IT_271801,13297.0
IT_271810,8539.14
IT_271832,17073.46
IT_271841,11041.0
IT_271903,21208.55
IT_271927,24234.11
IT_271990,13748.54
IT_271996,12463.35
IT_272007,13721.3
IT_272010,10618.12
IT_272026,10312.68
IT_272121,11558.51
IT_272146,17045.11
IT_272152,10869.75
IT_272264,10991.15
IT_272281,10219.66
IT_272321,11656.54
IT_272329,10723.09
IT_272333,11234.28
IT_272336,14212.76
IT_272339,14656.27
IT_272346,10692.3
IT_272351,10782.97
IT_272359,9801.93
IT_272368,18658.8
IT_272385,13041.184
IT_272495,12094.35
IT_272553,14556.92
IT_272568,14944.23
IT_272580,10555.78
IT_272583,11203.8475
IT_272611,8105.97
IT_272682,9262.55
IT_272735,14616.06
IT_272757,14062.28
IT_272762,11291.21
IT_272795,8267.87
IT_272828,25007.18
IT_272902,8549.753333333332
IT_272938,11886.874
IT_272958,10977.545
IT_272965,14649.29
IT_272973,14586.75
IT_272975,9473.72
IT_272995,10780.51
IT_273028,8286.75
IT_273133,11478.5
IT_273134,20358.96
IT_273138,8720.623333333333
IT_273152,8413.95
IT_273194,14602.78
IT_273200,12191.97
IT_273221,12071.86
IT_273258,8181.8
IT_273327,22715.44
IT_273331,18197.69
IT_273334,25321.49
IT_273344,9866.49
IT_273355,7589.46
IT_273388,10229.56
IT_273413,11823.02
IT_273468,11276.84
IT_273555,9100.74
IT_273570,8143.31
IT_273571,10710.62
IT_273606,25458.93
IT_273617,10139.43
IT_273687,5673.25
IT_273714,6503.4
IT_273740,7980.94
IT_273757,10363.72
IT_273761,14688.75
IT_273768,11285.795
IT_273770,10348.16
IT_273780,14729.78
IT_273782,13673.98
IT_273795,11240.12
IT_273798,10740.56
IT_273828,8472.38
IT_273866,9489.37
IT_273926,8864.31
IT_273927,6148.67
IT_273928,5702.92
IT_273929,6921.64
IT_273930,6580.02
IT_273931,6405.04
IT_273954,9226.37
IT_273977,7512.05
IT_274019,10187.72
IT_274029,10725.29
IT_274035,11155.61
IT_274039,14729.78
IT_274074,18327.61
IT_274123,19728.52
IT_274215,13852.18
IT_274218,10208.21
IT_274220,11428.49
IT_274237,21728.81
IT_274241,6792.93
IT_274268,8352.63
IT_274282,10245.6
IT_274294,10534.23
IT_274305,11034.44
IT_274313,10622.07
IT_274318,11103.07
IT_274321,11171.88
IT_274327,6227.52
IT_274328,7476.25
IT_274332,7068.92
IT_274349,6174.35
IT_274354,7949.68
IT_274434,6616.4
IT_274439,9416.18
IT_274440,6490.88
IT_274441,5809.98
IT_274442,6788.045
IT_274443,6144.27
IT_274444,6918.9
IT_274463,9606.41
IT_274526,13786.49
IT_274533,14171.65
IT_274538,10164.931166666667
IT_274562,10804.3
IT_274568,7052.65
IT_274571,7187.62
IT_274589,7430.75
IT_274594,7054.54
IT_274626,11645.61
IT_274629,10794.66
IT_274696,9302.99
IT_274697,5928.3
IT_274698,5317.64
IT_274722,8306.87
IT_274725,10021.6
IT_274748,8341.97
IT_274791,14699.41
IT_274808,12054.47
IT_274827,11836.2
IT_274857,8105.97
IT_274890,25577.13
IT_274919,13034.19
IT_274972,7949.215
IT_275004,10992.42
IT_275006,11192.565
IT_275013,14606.73
IT_275026,13632.16
IT_275029,9637.84
IT_275044,11078.19
IT_275054,6764.58
IT_275069,6031.22
IT_275097,7483.02
IT_275124,9263.14
IT_275136,9532.24
IT_275175,10162.08
IT_275211,8461.43
IT_275318,10429.14
IT_275343,6322.75
IT_275383,10944.77
IT_275392,11132.42
IT_275411,11995.4
IT_275413,11270.24
IT_275456,8345.9
IT_275460,8177.1
IT_275503,24041.96
IT_275597,10912.5825
IT_275650,11473.26
IT_275658,10622.572
IT_275668,14944.23
IT_275671,11137.32
IT_275683,10699.75
IT_275713,6791.1
IT_275717,8226.46
IT_275758,26108.93
IT_275803,8527.19
IT_275804,7484.2
IT_275818,15243.35
IT_275825,11124.5
IT_275861,7714.22
IT_275903,15776.64
IT_275933,11245.51
IT_275942,10995.62
IT_275946,10599.77
IT_275952,9234.23
IT_275953,8372.83
IT_275976,6284.47
IT_275980,7054.54
IT_276067,9980.97
IT_276068,7758.28
IT_276069,6588.96
IT_276098,10068.17
IT_276123,9740.14
IT_276162,10941.0275
IT_276167,14637.78
IT_276176,10865.36
IT_276177,11360.25
IT_276180,9572.81
IT_276188,11173.83
IT_276200,10471.995
IT_276204,9949.97
IT_276232,7580.41
IT_276236,8206.64
IT_276267,25412.27
IT_276278,12071.79
IT_276375,7892.4
IT_276422,19134.07
IT_276431,10751.15
IT_276442,9472.94
IT_276458,10592.69
IT_276485,8160.41
IT_276488,7411.24
IT_276527,25912.85
IT_276558,13973.08
IT_276569,10197.27
IT_276587,22233.07
IT_276590,8393.79
IT_276622,11454.4
IT_276631,13112.22
IT_276639,10729.23
IT_276650,10955.4
IT_276652,11934.73
IT_276670,7170.29
IT_276671,8958.75
IT_276672,8500.14
IT_276682,7852.12
IT_276685,7373.06
IT_276750,10197.27
IT_276781,13918.95
IT_276792,10473.82
IT_276797,12054.47
IT_276799,11343.58
IT_276805,14275.54
IT_276820,8160.41
IT_276824,8109.2
IT_276832,22500.29
IT_276833,12112.66
IT_276917,8664.03
IT_276920,14647.75
IT_276996,14583.65
IT_277005,11055.99
IT_277028,10597.01
IT_277032,10085.98
IT_277036,7100.76
IT_277043,7004.74
IT_277060,7720.59
IT_277063,8460.67
IT_277099,10015.14
IT_277170,14083.43
IT_277250,11652.16
IT_277256,11138.01
IT_277267,11158.64
IT_277273,9243.87
IT_277296,9684.76
IT_277300,8195.4
IT_277397,7571.49
IT_277407,9659.06
IT_277412,9953.64
IT_277483,10514.03
IT_277484,11055.17
IT_277497,10688.11
IT_277510,10607.64
IT_277517,10261.17
IT_277521,7100.76
IT_277541,9124.63
IT_277545,8461.43
IT_277553,12026.76
IT_277573,13757.5
IT_277618,9282.4
IT_277653,17663.29
IT_277664,8791.853333333333
IT_277717,13737.88
IT_277729,10971.85
IT_277736,10468.86
IT_277748,10972.32
IT_277771,10989.425333333333
IT_277772,11374.91
IT_277779,6411.97
IT_277796,9469.28
IT_277810,10570.23
IT_277891,8922.58
IT_277893,6426.65
IT_277919,20507.51
IT_277927,8639.133333333333
IT_277974,11363.48
IT_277997,14012.38
IT_278007,11248.58
IT_278030,11108.35
IT_278041,6919.5
IT_278059,9102.97
IT_278095,16084.08
IT_278138,8797.0
IT_278140,6422.15
IT_278158,7524.9
IT_278193,6253.92
IT_278233,11050.26
IT_278244,8930.4
IT_278254,11165.931499999999
IT_278265,11115.92
IT_278269,10624.35
IT_278272,7126.46
IT_278283,6290.66
IT_278319,10186.49
IT_278330,16281.43
IT_278353,8867.03
IT_278354,8077.08
IT_278394,10997.62
IT_278409,10223.2025
IT_278413,11225.95
IT_278414,11490.19
IT_278422,13537.84
IT_278440,9315.05
IT_278452,10594.87
IT_278528,8011.18
IT_278581,6633.59
IT_278603,8412.4
IT_278609,11657.73
IT_278622,11118.18
IT_278648,11498.48
IT_278650,11157.91
IT_278663,10878.0
IT_278671,6674.99
IT_278695,9432.8
IT_278698,10370.29
IT_278779,8577.606666666667
IT_278836,7980.72
IT_278875,11320.38
IT_278877,13940.98
IT_278899,9869.82
IT_278900,14704.97
IT_278903,11119.36
IT_278905,11131.827
IT_278914,10674.17
IT_278949,9626.01
IT_278962,10620.44
IT_278980,10441.85
IT_279037,6737.91
IT_279056,13732.32
IT_279096,7068.33
IT_279134,10259.94
IT_279141,13817.04
IT_279156,13535.92
IT_279167,15415.46
IT_279194,7127.16
IT_279213,9329.97
IT_279251,16062.05
IT_279299,13117.01
IT_279328,5304.16
IT_279340,8839.2475
IT_279368,7725.4
IT_279422,10492.79
IT_279436,11294.45
IT_279439,11118.15
IT_279447,10992.27
IT_279468,8050.01
IT_279486,10208.63
IT_279499,10368.29
IT_279527,9154.54
IT_279596,13211.22
IT_279607,10042.85
IT_279611,9849.5
IT_279638,7050.65
IT_279685,11248.48
IT_279692,13471.1
IT_279697,10074.73
IT_279700,14028.62
IT_279705,10738.45
IT_279724,10301.25
IT_279753,8409.28
IT_279761,11453.46
IT_279783,16773.53
IT_279811,9178.0
IT_279814,9497.28
IT_279835,11668.7
IT_279840,19802.6
IT_279872,6455.79
IT_279903,10973.61
IT_279929,10898.73
IT_279947,10496.17
IT_279950,10883.05
IT_279958,7161.35
IT_280006,9393.97
IT_280037,14219.95
IT_280038,10672.914499999999
IT_280050,11644.28
IT_280192,6566.82
IT_280220,6648.06
IT_280225,9644.23
IT_280228,11040.93
IT_280236,10629.984499999999
IT_280240,10551.18
IT_280244,10579.8525
IT_280257,10753.16
IT_280282,9041.31
IT_280295,9854.92
IT_280318,11010.19
IT_280322,21606.59
IT_280399,9587.84
IT_280425,6495.07
IT_280459,10897.722
IT_280482,9484.96
IT_280495,10984.47
IT_280520,9727.04
IT_280532,12670.13
IT_280535,11987.55
IT_280556,9096.31
IT_280628,7108.64
IT_280678,10253.91
IT_280681,11205.7975
IT_280685,6700.09
IT_280706,11847.89
IT_280709,8386.34
IT_280722,10669.18
IT_280740,10815.58
IT_280811,12387.3545
IT_280848,6879.05
IT_280892,15272.07
IT_280899,14710.85
IT_280901,10859.97
IT_280905,10913.41
IT_280914,11166.956
IT_280925,10718.82
IT_280928,14562.92
IT_280956,9842.62
IT_280989,19731.24
IT_281089,6190.28
IT_281127,11052.43
IT_281130,10196.742999999999
IT_281134,14825.14
IT_281146,10960.04
IT_281147,9673.13
IT_281161,12059.07
IT_281179,8047.72
IT_281180,8490.27
IT_281197,9447.46
IT_281200,8165.95
IT_281324,6831.21
IT_281349,12255.36
IT_281360,10468.22
IT_281375,10916.75
IT_281385,10575.76
IT_281390,10973.18
IT_281404,8166.51
IT_281414,9318.41
IT_281443,21449.1
IT_281473,9858.67
IT_281508,10792.19
IT_281514,11844.88
IT_281544,9351.0
IT_281558,9524.8
IT_281578,16363.6
IT_281579,14753.73
IT_281631,7397.77
IT_281681,7176.11
IT_281703,11664.11
IT_281718,11580.31
IT_281736,10762.28
IT_281743,11094.5575
IT_281757,9272.32
IT_281760,11464.23
IT_281794,9124.07
IT_281807,10631.53
IT_281823,12078.64
IT_281875,8727.91
IT_281934,8881.45
IT_281957,11646.76
IT_281979,11027.67
IT_281987,10682.87
IT_281990,10658.83
IT_282010,10340.15
IT_282015,10606.14
IT_282026,8423.99
IT_282035,22820.34
IT_282058,13189.77
IT_282122,7224.82
IT_282145,14332.54
IT_282175,6437.25
IT_282215,10196.742999999999
IT_282226,10908.18
IT_282234,10892.09
IT_282266,8304.2
IT_282285,9047.92
IT_282316,19046.09
IT_282379,11635.41
IT_282388,9339.1
IT_282412,8195.19
IT_282452,11422.8145
IT_282457,10108.03
IT_282459,11029.73
IT_282467,10564.81
IT_282494,10378.985
IT_282499,11303.344
IT_282510,7844.4
IT_282525,9445.92
IT_282614,11064.44
IT_282622,9858.67
IT_282645,7142.19
IT_282666,11212.295
IT_282680,11523.74
IT_282687,11561.16
IT_282688,11198.08
IT_282701,10791.88
IT_282708,10941.65
IT_282723,10391.67
IT_282739,9474.47
IT_282748,10436.57
IT_282751,10097.02
IT_282763,11908.06
IT_282783,19078.93
IT_282817,17392.2
IT_282834,11855.86
IT_282865,11267.354
IT_282895,10012.79
IT_282898,10704.16
IT_282907,10611.582
IT_282911,10747.42
IT_282912,10683.577
IT_282916,11248.87
IT_282952,9237.17
IT_282955,8284.77
IT_282982,12391.7
IT_283014,8365.133333333333
IT_283049,14112.15
IT_283050,10999.34
IT_283057,11142.72
IT_283086,11329.8
IT_283121,12389.32
IT_283185,10811.09
IT_283186,10907.94
IT_283220,8764.35
IT_283241,14137.2
IT_283265,10930.45
IT_283292,10938.12
IT_283304,9636.04
IT_283327,10275.42
IT_283421,12338.29
IT_283431,10465.97
IT_283495,10730.08
IT_283525,13649.32
IT_283545,9137.92
IT_283548,9682.39
IT_283579,19731.81
IT_283602,14426.13
IT_283611,11315.18
IT_283680,15059.26
IT_283686,13665.13
IT_283721,7863.95
IT_283750,16773.53
IT_283751,11031.11
IT_283798,11817.21
IT_283807,10489.52
IT_283829,8957.08
IT_283848,15994.0
IT_283863,10621.43
IT_283874,10774.86
IT_283879,14236.53
IT_283885,11032.886
IT_283903,7111.81
IT_283919,9829.08
IT_283921,8504.05
IT_283932,12014.1
IT_283937,11298.23
IT_283951,19773.95
IT_284000,11658.01
IT_284001,12991.3
IT_284006,9937.83
IT_284081,11162.2
IT_284084,10792.86
IT_284089,15184.02
IT_284145,11213.75
IT_284159,7745.77
IT_284204,7510.81
IT_284231,9854.28
IT_284271,8981.57
IT_284283,11614.61
IT_284291,10976.5
IT_284297,10911.68
IT_284301,11008.0
IT_284310,10629.66
IT_284313,11119.6215
IT_284334,7428.31
IT_284350,8871.95
IT_284360,9985.08
IT_284374,18852.08
IT_284390,15034.88
IT_284400,6518.97
IT_284420,11532.38
IT_284436,11403.005
IT_284437,10826.37
IT_284449,10186.5
IT_284474,10693.94
IT_284478,8165.95
IT_284507,19610.05
IT_284508,19210.65
IT_284540,17299.34
IT_284541,15962.94
IT_284555,10023.92
IT_284557,7160.42
IT_284566,20619.67
IT_284578,11487.94
IT_284612,8243.46
IT_284637,10028.17
IT_284649,11529.92
IT_284664,10802.18
IT_284665,11502.57
IT_284669,10508.33
IT_284675,11045.99
IT_284719,9242.85
IT_284723,7416.86
IT_284758,19806.75
IT_284791,13719.92
IT_284807,10608.64
IT_284808,7396.93
IT_284809,7430.98
IT_284830,13385.96
IT_284831,13420.61
IT_284863,8181.37
IT_284884,11600.86
IT_284944,7179.13
IT_284965,9649.87
IT_284968,8329.99
IT_284981,11627.09
IT_284998,18870.2
IT_285029,17199.01
IT_285048,8664.366666666667
IT_285049,7429.82
IT_285069,14783.03
IT_285070,11255.39
IT_285099,9566.0
IT_285145,11963.79
IT_285147,10909.31
IT_285151,12053.55
IT_285156,10975.93
IT_285169,11630.77
IT_285178,10104.18
IT_285195,5584.44
IT_285240,11027.69
IT_285242,19727.53
IT_285255,22698.43
IT_285343,8541.38
IT_285372,12627.94
IT_285388,10696.78
IT_285392,11461.74
IT_285446,10439.93
IT_285480,11294.89
IT_285537,14924.65
IT_285538,15440.08
IT_285542,13606.01
IT_285568,8842.14
IT_285608,11354.035
IT_285619,10688.74
IT_285624,10962.77
IT_285628,11572.9475
IT_285645,10384.945
IT_285653,7200.83
IT_285660,9423.6
IT_285800,11193.32
IT_285840,12110.36
IT_285848,10340.18
IT_285849,11086.53
IT_285863,10985.26
IT_285877,8279.11
IT_285953,11724.58
IT_285954,10723.43
IT_285957,11051.12
IT_285961,11413.91
IT_285971,6806.51
IT_285985,9714.51
IT_285998,11249.39
IT_286018,16526.22
IT_286086,11318.33
IT_286108,8887.94
IT_286156,11459.8
IT_286160,10797.91
IT_286184,10702.2455
IT_286190,7312.97
IT_286217,7485.62
IT_286231,11902.73
IT_286244,7596.05
IT_286270,16281.58
IT_286274,17124.3
IT_286320,7950.242666666666
IT_286344,9380.77
IT_286386,11299.25
IT_286443,10348.7575
IT_286495,13961.29
IT_286529,15483.99
IT_286558,9380.77
IT_286602,10604.1
IT_286605,10634.16
IT_286625,14488.19
IT_286632,11113.813999999998
IT_286645,7194.18
IT_286660,8066.01
IT_286695,15291.72
IT_286696,10923.8
IT_286736,10077.91
IT_286757,9109.09
IT_286774,10355.26
IT_286799,10867.84
IT_286822,11476.69
IT_286840,9714.51
IT_286843,7437.87
IT_286915,7496.67
IT_286930,13335.7
IT_286939,11245.11
IT_286961,8987.18
IT_287002,10532.28
IT_287005,10896.19
IT_287006,12118.05
IT_287014,15228.88
IT_287016,11140.65
IT_287026,10469.69
IT_287050,10368.585
IT_287053,7165.52
IT_287067,11812.97
IT_287135,14254.8
IT_287137,11693.58
IT_287143,7575.356
IT_287149,13577.12
IT_287177,11513.07
IT_287199,11603.94
IT_287204,16047.49
IT_287208,14116.02
IT_287210,14700.7
IT_287218,11441.03
IT_287221,10271.98
IT_287249,8226.83
IT_287296,8886.52
IT_287309,7010.92
IT_287327,10595.24
IT_287342,6817.258000000001
IT_287343,17548.86
IT_287345,9239.24
IT_287348,7933.09
IT_287436,11429.8
IT_287453,7822.69
IT_287461,9269.83
IT_287464,9193.99
IT_287468,7863.68
IT_287496,18118.4
IT_287545,11484.02
IT_287591,9764.77
IT_287632,11422.58
IT_287652,9513.75
IT_287656,7298.82
IT_287681,10656.38
IT_287788,11140.935
IT_287806,11216.175
IT_287814,10809.36
IT_287853,7194.18
IT_287865,9120.9
IT_287868,7654.3
IT_287877,11379.17
IT_287895,10559.13
IT_287920,17911.17
IT_287981,15246.52
IT_287984,9448.03
IT_288002,9829.31
IT_288032,10797.88
IT_288039,11079.65
IT_288041,15309.6
IT_288057,10603.29
IT_288060,15558.87
IT_288086,9258.46
IT_288090,7951.18
IT_288118,8674.15
IT_288121,11036.02
IT_288125,11132.78
IT_288140,14474.91
IT_288169,13265.86
IT_288178,13146.95
IT_288201,7361.94
IT_288221,9282.43
IT_288243,11285.695
IT_288252,10505.21
IT_288278,10614.16
IT_288289,9039.91
IT_288292,6072.59
IT_288302,9148.01
IT_288305,7941.49
IT_288382,11012.09
IT_288387,11085.6
IT_288390,8889.252666666665
IT_288398,13732.11
IT_288404,8923.88
IT_288448,11635.64
IT_288449,11246.43
IT_288496,11140.61
IT_288499,8191.74
IT_288542,8906.57
IT_288545,11050.47
IT_288564,7898.45
IT_288578,9786.7
IT_288607,9443.68
IT_288610,7008.0
IT_288637,19021.27
IT_288757,15768.86
IT_288784,10458.3125
IT_288801,11837.72
IT_288808,6220.03
IT_288819,10454.26
IT_288823,6959.86
IT_288914,8759.856666666667
IT_288940,9050.11
IT_288981,11554.13
IT_288990,14994.76
IT_288997,15088.5
IT_288999,10595.46
IT_289011,10910.45
IT_289017,7877.15
IT_289034,9294.31
IT_289038,7944.35
IT_289121,8915.88
IT_289125,10932.68
IT_289129,9582.63
IT_289162,12259.99
IT_289197,10761.64
IT_289205,10505.21
IT_289215,14702.12
IT_289235,13286.58
IT_289252,10458.83
IT_289255,9277.26
IT_289348,9012.036666666667
IT_289387,9877.51
IT_289403,11595.53
IT_289406,9712.53
IT_289408,11231.205
IT_289416,13152.14
IT_289417,13236.54
IT_289420,10688.89
IT_289456,5978.29
IT_289464,9259.08
IT_289467,7934.06
IT_289490,11685.47
IT_289493,18807.24
IT_289532,9585.11
IT_289541,7575.536
IT_289594,11268.77
IT_289605,10865.85
IT_289621,11244.69
IT_289640,9094.47
IT_289643,7171.76
IT_289674,8717.766666666666
IT_289697,17460.27
IT_289731,13281.41
IT_289738,10166.29
IT_289771,11667.66
IT_289786,10287.62
IT_289788,11036.28
IT_289795,11308.36
IT_289808,11997.24
IT_289817,12079.89
IT_289839,11733.27
IT_289842,7578.41
IT_289861,19041.58
IT_289876,10166.29
IT_289909,11114.05
IT_289924,6899.47
IT_289933,9209.85
IT_289946,11247.68
IT_289965,19091.11
IT_289987,11407.7
IT_290084,11079.25
IT_290085,10884.14
IT_290093,10530.3575
